project,related_file,category,evidence_type,reason
Property Intelligence,AIOS/KnowledgeBase/raw_data/xlsx/2eee3affad51__Reportage_Inventory__MANAGEMENT UNITS__2eee3affad.xlsx,property_intelligence,xlsx,"unit, inventory"
Property Intelligence,AIOS/KnowledgeBase/raw_data/xlsx/7850b32b2715__Reportage_Inventory__Monte Napoleone MNGT Units__7850b32b27.xlsx,property_intelligence,xlsx,"unit, inventory"
Property Intelligence,AIOS/KnowledgeBase/raw_data/xlsx/2dbb1d7ff875__Data_Uae_Pak_Last__Property_s Type__2dbb1d7ff8.xlsx,property_intelligence,xlsx,property
Property Intelligence,AIOS/KnowledgeBase/raw_data/xlsx/d89418de9909__Reportage_Inventory__DIVA _HANDING OVER Q4 2024___d89418de99.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/raw_data/xlsx/8fe5287c9ab3__Reportage_Inventory__Verdana 1 Residence PROJECT__8fe5287c9a.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/raw_data/xlsx/7d1436514b17__Reportage_Inventory__Sylvana Availability__7d1436514b.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/raw_data/xlsx/f00cacd42560__Reportage_Inventory__INDABYO HEIGHTS - KIGALI_ RWANDA__f00cacd425.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/raw_data/xlsx/92ecb8fabe65__Reportage_Inventory__PANORAMA BY ELIE SAAB__92ecb8fabe.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/raw_data/xlsx/d773272a73c1__Reportage_Inventory__0771e967-82c4-4910-bb30-d0f17d5a7ecc__d773272a73.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/raw_data/xlsx/63a16b8debff__Reportage_Inventory__DIVA _HANDING OVER Q4 2024___63a16b8deb.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/raw_data/xlsx/72c00ef10b0d__Reportage_Inventory__Monte Napoleone MNGT Units__72c00ef10b.xlsx,property_intelligence,xlsx,"unit, inventory"
Property Intelligence,AIOS/KnowledgeBase/raw_data/xlsx/cefb7bf8e421__Reportage_Inventory__BRABUS VILLA AVAILABILITY__cefb7bf8e4.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/raw_data/xlsx/98f66635f1c6__Reportage_Inventory__LA DIMORA Availability__98f66635f1.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/raw_data/xlsx/f60a7f73ad16__Reportage_Inventory__Availability List__f60a7f73ad.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/raw_data/xlsx/42b186a4990f__Reportage_Inventory__REPORTAGE RESIDENCES _Lahore_ Pakistan___42b186a499.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/raw_data/xlsx/3c70ff78cd4a__Reportage_Inventory__MANAGEMENT UNITS__3c70ff78cd.xlsx,property_intelligence,xlsx,"unit, inventory"
Property Intelligence,AIOS/KnowledgeBase/raw_data/xlsx/cad2d349e773__Reportage_Inventory__REPORTAGE RESIDENCES _Lahore_ Pakistan___cad2d349e7.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/raw_data/xlsx/65797dd89af3__Reportage_Inventory__INDABYO HEIGHTS - KIGALI_ RWANDA__65797dd89a.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/raw_data/xlsx/b1536af67db9__Reportage_Inventory__Verdana 1 Residence PROJECT__b1536af67d.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/raw_data/xlsx/4bae4b7834f6__Reportage_Inventory__54f070bb-6b2c-4f62-9277-063aa9a5ccc9__4bae4b7834.xlsx,property_intelligence,xlsx,inventory
Nakheel PJ-P-VP-018,AIOS/KnowledgeBase/raw_data/pdf/0ef7202c4367__Nakheel Online Service _2_.pdf,nakheel_design_approval,pdf,nakheel
AIOS Foundation,AIOS/KnowledgeBase/raw_data/pdf/7bc389bcc153__HSH-STANDARD-BRANDED-PROPERTY-PRESENTATION-TEMPLATE.pdf,property_intelligence,pdf,standard
Property Intelligence,AIOS/KnowledgeBase/raw_data/pdf/7bc389bcc153__HSH-STANDARD-BRANDED-PROPERTY-PRESENTATION-TEMPLATE.pdf,property_intelligence,pdf,property
Nakheel PJ-P-VP-018,AIOS/KnowledgeBase/raw_data/pdf/91987800d1d7__Palm_Jumeirah_Nakheel_Submission_Package_RevB_final.pdf,nakheel_design_approval,pdf,nakheel
Nakheel PJ-P-VP-018,AIOS/KnowledgeBase/raw_data/pdf/eaaf6c4b99b2__PJ-P-VP-018_REV02_Complete_Approval_Package_a2.pdf,nakheel_design_approval,pdf,pj-p-vp-018
Nakheel PJ-P-VP-018,AIOS/KnowledgeBase/raw_data/pdf/6de84dceb208__Palm_Jumeirah_Nakheel_updated.pdf,nakheel_design_approval,pdf,nakheel
Property Intelligence,AIOS/KnowledgeBase/raw_data/pdf/a133b3f87006__hsh-nautica-one-unit-4406-investment-report-v2.pdf,property_intelligence,pdf,unit
Nakheel PJ-P-VP-018,AIOS/KnowledgeBase/raw_data/pdf/657dd90c3e11__PJ-P-VP-018_REV02_Complete_Approval_Package.pdf,nakheel_design_approval,pdf,pj-p-vp-018
AIOS Foundation,AIOS/KnowledgeBase/raw_data/pdf/58baebfe7d40__HSH-STANDARD-BRANDED-PROPOSAL-TEMPLATE.pdf,general_aios,pdf,standard
Nakheel PJ-P-VP-018,AIOS/KnowledgeBase/raw_data/pdf/01a2320e15bd__Palm_Jumeirah_Nakheel_Submission_Package_RevB_fixed.pdf,nakheel_design_approval,pdf,nakheel
Nakheel PJ-P-VP-018,AIOS/KnowledgeBase/raw_data/pdf/56ac2f8e2cab__Plot-18_PJ-P-VP-018_REV-01_Binder_Nakheel_Resubmission_1.pdf,nakheel_design_approval,pdf,"pj-p-vp-018, nakheel, rev-01"
Nakheel PJ-P-VP-018,AIOS/KnowledgeBase/raw_data/pdf/3c9419eef35c__05_Title_Deed_PJ-P-VP-018.pdf,nakheel_design_approval,pdf,pj-p-vp-018
Property Intelligence,AIOS/KnowledgeBase/raw_data/pdf/8e4648cbf24f__hsh-nautica-one-unit-4406-colorful-full-report.pdf,property_intelligence,pdf,unit
Nakheel PJ-P-VP-018,AIOS/KnowledgeBase/raw_data/pdf/762d76b94888__Nakheel_Approval_QA_Report.pdf,nakheel_design_approval,pdf,nakheel
Nakheel PJ-P-VP-018,AIOS/KnowledgeBase/raw_data/pdf/db9384cd1cb8__Title Deed PJ-P-VP-018.pdf,nakheel_design_approval,pdf,pj-p-vp-018
Nakheel PJ-P-VP-018,AIOS/KnowledgeBase/raw_data/pdf/a2381dd282ec__REV01_Nakheel_Approval_Readiness_Audit.pdf,nakheel_design_approval,pdf,nakheel
Property Intelligence,AIOS/KnowledgeBase/raw_data/pdf/07c368307fad__hsh-nautica-one-unit-4406-final-fixed.pdf,property_intelligence,pdf,unit
Nakheel PJ-P-VP-018,AIOS/KnowledgeBase/raw_data/pdf/61d20a83e48c__Plot-18_PJ-P-VP-018_REV-01_FINAL_Nakheel_Submission.pdf,nakheel_design_approval,pdf,"pj-p-vp-018, nakheel, rev-01"
Property Intelligence,AIOS/KnowledgeBase/raw_data/csv/bc87bfb3d3a9__AIOS_Knowledge_Vault_Source_Inventory.csv,property_intelligence,csv,inventory
Property Intelligence,AIOS/KnowledgeBase/AIOS_Knowledge_Vault/category_playbooks/PROPERTY_KNOWLEDGE.md,property_intelligence,md,property
Nakheel PJ-P-VP-018,AIOS/KnowledgeBase/AIOS_Knowledge_Vault/case_library/CASE-02-PALM-JUMEIRAH-NAKHEEL-PACKAGE.md,nakheel_design_approval,md,nakheel
WhatsApp Human Engine,AIOS/KnowledgeBase/AIOS_Knowledge_Vault/case_library/CASE-01-WHATSAPP-PROVIDER-BLOCKER.md,whatsapp_human_engine,md,whatsapp
Property Intelligence,AIOS/KnowledgeBase/AIOS_Knowledge_Vault/case_library/CASE-06-PROPERTY-MASTER-DATABASE.md,property_intelligence,md,property
Property Intelligence,AIOS/KnowledgeBase/AIOS_Knowledge_Vault/indexes/AIOS_Knowledge_Vault_Source_Inventory.csv,property_intelligence,csv,inventory
Property Intelligence,AIOS/KnowledgeBase/Operations_Corpus/html/DLD__Property_Sale_Registration.html,property_intelligence,html,property
WhatsApp Human Engine,AIOS/KnowledgeBase/Operations_Corpus/html/DLD__API_Gateway_Trakheesi_platform.html,general_aios,html,gateway
Property Intelligence,AIOS/KnowledgeBase/Operations_Corpus/html/DLD__Sale_of_Mortgaged_Property.html,property_intelligence,html,property
Property Intelligence,AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Sale_of_Mortgaged_Property.txt,property_intelligence,txt,property
WhatsApp Human Engine,AIOS/KnowledgeBase/Operations_Corpus/text/DLD__API_Gateway_Trakheesi_platform.txt,validation_reporting,txt,gateway
Property Intelligence,AIOS/KnowledgeBase/Operations_Corpus/text/DLD__Property_Sale_Registration.txt,property_intelligence,txt,property
WhatsApp Human Engine,AIOS/KnowledgeBase/Bitrix24/13_WhatsApp_Features/WHATSAPP_FEATURES.md,property_intelligence,md,whatsapp
Property Intelligence,AIOS/KnowledgeBase/Bitrix24/09_Property_Management/PROPERTY_MANAGEMENT.md,property_intelligence,md,property
Property Intelligence,AIOS/KnowledgeBase/Raw/TIGER_-_HOME_SWEET_HOME_REAL_ESTATE/TIGER_-_HOME_SWEET_HOME_REAL_ESTATE__Unit Number__14b554a9a5.xlsx,property_intelligence,xlsx,unit
Property Intelligence,AIOS/KnowledgeBase/Raw/TIGER_-_HOME_SWEET_HOME_REAL_ESTATE/TIGER_-_HOME_SWEET_HOME_REAL_ESTATE__Unit Number__6d3d8840a8.xlsx,property_intelligence,xlsx,unit
Property Intelligence,AIOS/KnowledgeBase/Raw/TIGER_-_HOME_SWEET_HOME_REAL_ESTATE/TIGER_-_HOME_SWEET_HOME_REAL_ESTATE__Unit Number__00f31cc579.xlsx,property_intelligence,xlsx,unit
Property Intelligence,AIOS/KnowledgeBase/Raw/TIGER_-_HOME_SWEET_HOME_REAL_ESTATE/TIGER_-_HOME_SWEET_HOME_REAL_ESTATE__Unit Number__ad5778ac3c.xlsx,property_intelligence,xlsx,unit
Property Intelligence,AIOS/KnowledgeBase/Raw/Data_Uae_Pak_Last/Data_Uae_Pak_Last__Property`s Type__4dd7ad70cb.xlsx,property_intelligence,xlsx,property
Property Intelligence,AIOS/KnowledgeBase/Raw/Data_Uae_Pak_Last/Data_Uae_Pak_Last__Property`s Type__d55201497a.xlsx,property_intelligence,xlsx,property
Property Intelligence,AIOS/KnowledgeBase/Raw/Data_Uae_Pak_Last/Data_Uae_Pak_Last__Property`s Type__2dbb1d7ff8.xlsx,property_intelligence,xlsx,property
Property Intelligence,AIOS/KnowledgeBase/Raw/Data_Uae_Pak_Last/Data_Uae_Pak_Last__Property`s Type__8c774e2e12.xlsx,property_intelligence,xlsx,property
Property Intelligence,AIOS/KnowledgeBase/Raw/Data_Uae_Pak_Last/Data_Uae_Pak_Last__Property`s Type__31e75d1810.xlsx,property_intelligence,xlsx,property
Property Intelligence,AIOS/KnowledgeBase/Raw/Data_Uae_Pak_Last/Data_Uae_Pak_Last__Property`s Type__d5250e55cf.xlsx,property_intelligence,xlsx,property
Property Intelligence,AIOS/KnowledgeBase/Raw/Data_Uae_Pak_Last/Data_Uae_Pak_Last__Property`s Type__60b354472f.xlsx,property_intelligence,xlsx,property
Property Intelligence,AIOS/KnowledgeBase/Raw/Data_Uae_Pak_Last/Data_Uae_Pak_Last__Property`s Type__f3d04f29a0.xlsx,property_intelligence,xlsx,property
Property Intelligence,AIOS/KnowledgeBase/Raw/Data_Uae_Pak_Last/Data_Uae_Pak_Last__Property`s Type__0b63133380.xlsx,property_intelligence,xlsx,property
Property Intelligence,AIOS/KnowledgeBase/Raw/Data_Uae_Pak_Last/Data_Uae_Pak_Last__Property`s Type__39eae9c864.xlsx,property_intelligence,xlsx,property
Property Intelligence,AIOS/KnowledgeBase/Raw/CompleteAcquisition_20260621/Reportage_Inventory/Reportage_Inventory__DIVA HANDING OVER Q4 2024__fcd5c43bb3.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/CompleteAcquisition_20260621/Reportage_Inventory/Reportage_Inventory__Sylvana Availability__7d1436514b.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/CompleteAcquisition_20260621/Reportage_Inventory/Reportage_Inventory__Unit No.__bdbaebce5d.xlsx,property_intelligence,xlsx,"unit, inventory"
Property Intelligence,AIOS/KnowledgeBase/Raw/CompleteAcquisition_20260621/Reportage_Inventory/Reportage_Inventory__ARABIAN RANCHES SEA BREEZE PROJECT__97471e39a0.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/CompleteAcquisition_20260621/Reportage_Inventory/Reportage_Inventory__Sylvana Availability__cdd11f415b.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/CompleteAcquisition_20260621/Reportage_Inventory/Reportage_Inventory__Monte Napoleone MNGT Units__d46f8387c9.xlsx,property_intelligence,xlsx,"unit, inventory"
Property Intelligence,AIOS/KnowledgeBase/Raw/CompleteAcquisition_20260621/Reportage_Inventory/Reportage_Inventory__PANORAMA BY ELIE SAAB__92ecb8fabe.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/CompleteAcquisition_20260621/Reportage_Inventory/Reportage_Inventory__Unit No.__ac64a7581e.xlsx,property_intelligence,xlsx,"unit, inventory"
Property Intelligence,AIOS/KnowledgeBase/Raw/CompleteAcquisition_20260621/Reportage_Inventory/Reportage_Inventory__ARABIAN RANCHES SEA BREEZE PROJECT__a8a313dc3d.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/CompleteAcquisition_20260621/Reportage_Inventory/Reportage_Inventory__INDABYO HEIGHTS - KIGALI RWANDA__338f8b2446.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/CompleteAcquisition_20260621/Reportage_Inventory/Reportage_Inventory__Verdana 1 Residence PROJECT__428f07ab6a.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/CompleteAcquisition_20260621/Reportage_Inventory/Reportage_Inventory__Horya Townhouses__e684ba7d94.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/CompleteAcquisition_20260621/Reportage_Inventory/Reportage_Inventory__DUBAI HILLS AVAILABILITY__90b740e669.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/CompleteAcquisition_20260621/Reportage_Inventory/Reportage_Inventory__Sylvana Availability__4748b80daa.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/CompleteAcquisition_20260621/Reportage_Inventory/Reportage_Inventory__REPORTAGE RESIDENCES Lahore Pakistan__0b8e327b3f.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/CompleteAcquisition_20260621/Reportage_Inventory/Reportage_Inventory__R SIDENCE C ME__8353437857.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,"AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__REPORTAGE RESIDENCES (Lahore, Pakistan)__cad2d349e7.xlsx",property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__MANAGEMENT UNITS__ac64a7581e.xlsx,property_intelligence,xlsx,"unit, inventory"
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__Sylvana Availability__7d1436514b.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__Reportage Oceana__ac20f4467c.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__DUBAI HILLS AVAILABILITY__7f03fbbd4c.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__ARABIAN RANCHES SEA BREEZE PROJECT__97471e39a0.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,"AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__INDABYO HEIGHTS - KIGALI, RWANDA__f00cacd425.xlsx",property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__MANAGEMENT UNITS__3c70ff78cd.xlsx,property_intelligence,xlsx,"unit, inventory"
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__MANAGEMENT UNITS__a6192d9053.xlsx,property_intelligence,xlsx,"unit, inventory"
Property Intelligence,"AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__REPORTAGE RESIDENCES (Lahore, Pakistan)__14752b3dd3.xlsx",property_intelligence,xlsx,inventory
Property Intelligence,"AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__REPORTAGE RESIDENCES (Lahore, Pakistan)__0b8e327b3f.xlsx",property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__Sylvana Availability__cdd11f415b.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__LA DIMORA Availability__98f66635f1.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__BRABUS VILLA AVAILABILITY__a9c355cb3f.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__BRABUS VILLA AVAILABILITY__cefb7bf8e4.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,"AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__INDABYO HEIGHTS - KIGALI, RWANDA__c810b74296.xlsx",property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__Monte Napoleone MNGT Units__d46f8387c9.xlsx,property_intelligence,xlsx,"unit, inventory"
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__Monte Napoleone MNGT Units__7850b32b27.xlsx,property_intelligence,xlsx,"unit, inventory"
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__Verdana 1 Residence PROJECT__e3d53f8a25.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,"AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__REPORTAGE RESIDENCES (Lahore, Pakistan)__253edbf7f5.xlsx",property_intelligence,xlsx,inventory
Property Intelligence,"AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__INDABYO HEIGHTS - KIGALI, RWANDA__da8d6a1fa6.xlsx",property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__DIVA (HANDING OVER Q4 2024)__fcd5c43bb3.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__DIVA (HANDING OVER Q4 2024)__63a16b8deb.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__3014__69038f24c0.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,"AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__INDABYO HEIGHTS - KIGALI, RWANDA__65797dd89a.xlsx",property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__DUBAI HILLS AVAILABILITY__902f581911.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__3014__ac9a52ed89.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__Monte Napoleone MNGT Units__72c00ef10b.xlsx,property_intelligence,xlsx,"unit, inventory"
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__Verdana 1 Residence PROJECT__8fe5287c9a.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__PANORAMA BY ELIE SAAB__92ecb8fabe.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__RÉSIDENCE CÔME__8353437857.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,"AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__INDABYO HEIGHTS - KIGALI, RWANDA__817674fb35.xlsx",property_intelligence,xlsx,inventory
Property Intelligence,"AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__INDABYO HEIGHTS - KIGALI, RWANDA__bebbdff7be.xlsx",property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__Reportage Oceana__2e842da7d0.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__MANAGEMENT UNITS__bdbaebce5d.xlsx,property_intelligence,xlsx,"unit, inventory"
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__Monte Napoleone MNGT Units__f40c97c1dc.xlsx,property_intelligence,xlsx,"unit, inventory"
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__3014__39097fe6b2.xlsx,property_intelligence,xlsx,inventory
Property Intelligence,AIOS/KnowledgeBase/Raw/Reportage_Inventory/Reportage_Inventory__DIVA (HANDING OVER Q4 2024)__8b17644d10.xlsx,property_intelligence,xlsx,inventory
